,Time_index,Frequency,Bandwidth,Amplitude
4894,"[4894, 4894, 4894, 4894, 4894]","[221, 320, 442, 600, 890]","[23.856806408061914, 21.205559942006346, 23.248959474057585, 56.266854443955594, 76.89980132705159]","[1325.0901504933015, 23.37979602572564, 20.73673915572458, 41.45931189246869, 7.740736978431789]"
4895,"[4895, 4895, 4895, 4895, 4895]","[221, 319, 442, 598, 890]","[23.87544256507661, 24.960985407104488, 23.017820068665117, 61.16227085260505, 72.79135779723026]","[1324.5849225154602, 26.166717500342912, 21.17162105597776, 37.61647608778189, 7.915482345613317]"
4896,"[4896, 4896, 4896, 4896, 4896]","[222, 318, 443, 584, 891]","[23.869946457389574, 27.47175407389534, 22.838723036929252, 61.888876186382845, 73.82579318221644]","[1320.181992200743, 27.922817945976654, 21.05177525938801, 35.60948514825762, 8.02168378929495]"
4897,"[4897, 4897, 4897, 4897, 4897]","[222, 318, 443, 582, 891]","[23.83935727785294, 29.264472263382174, 22.892044678544153, 62.56362818484604, 72.88656386679429]","[1315.1338763055812, 29.505382813191165, 21.149117600413902, 34.662066141712785, 8.246862688889275]"
4898,"[4898, 4898, 4898, 4898, 4898]","[222, 319, 444, 579, 892]","[23.82534834962908, 32.00783519372459, 22.79295168457236, 60.73822601602285, 73.54398635014456]","[1314.7295650394967, 32.00122002473771, 21.210600991989743, 34.520718432601036, 8.44810624898681]"
4899,"[4899, 4899, 4899, 4899, 4899]","[222, 316, 444, 579, 893]","[23.828610418160224, 43.72601027895587, 22.538176992740205, 54.748595442901774, 72.51562711025554]","[1312.172417245577, 35.49276258092603, 21.176228672870565, 37.36633135884256, 8.626054872671077]"
4900,"[4900, 4900, 4900, 4900, 4900]","[222, 314, 445, 578, 893]","[23.83694983189406, 46.11926731688908, 22.613252607601453, 48.761935627203684, 72.32963107177977]","[1307.4331920772315, 38.26573089120515, 21.381348644264612, 38.6753899569056, 8.27962243234257]"
4901,"[4901, 4901, 4901, 4901, 4901]","[223, 311, 446, 578, 895]","[23.83414472633234, 45.32737514631708, 23.014025768403428, 48.43641992497135, 75.0138803859295]","[1305.0012093582045, 42.54044573455865, 22.741016699932082, 37.18137617317588, 7.787914258105955]"
4902,"[4902, 4902, 4902, 4902, 4902]","[223, 311, 446, 577, 895]","[23.822222933531037, 47.29929753811109, 23.397336812265564, 49.3873728965807, 81.12402000312625]","[1312.2425785547257, 43.02788241294379, 24.13343141119224, 36.5269642479253, 7.3847195940976516]"
4903,"[4903, 4903, 4903, 4903, 4903]","[223, 310, 446, 576, 896]","[23.814693460570993, 48.69898903884297, 23.379878844861537, 49.64625542634599, 79.28266903275755]","[1328.5299155285215, 44.26458633165919, 24.802241264605648, 36.381769308626595, 7.234072975406504]"
4904,"[4904, 4904, 4904, 4904, 4904]","[223, 310, 447, 577, 899]","[23.812011709552422, 50.4605542615069, 23.021019350167876, 48.8148951299155, 73.96344219978641]","[1342.3300613312772, 45.60674846667713, 24.879436669995105, 36.38790308896316, 7.220110895887544]"
4905,"[4905, 4905, 4905, 4905, 4905]","[223, 310, 447, 578, 899]","[23.835362223901456, 52.14462179403836, 22.835852990615138, 47.96743356258514, 72.15664786968671]","[1342.598341615378, 46.677060364924316, 25.116951764793328, 35.512456897836, 7.207620984265102]"
4906,"[4906, 4906, 4906, 4906, 4906]","[223, 313, 447, 579, 899]","[23.849908294629074, 53.03627424655309, 22.225653722072877, 49.39029777864198, 68.04437268046445]","[1321.3723030000992, 46.269721767005144, 25.02754944868441, 32.65316175681048, 7.407148274578513]"
4907,"[4907, 4907, 4907, 4907, 4907]","[224, 316, 447, 578, 899]","[23.830062744938374, 49.945165653863626, 21.916707942304242, 49.55512058179272, 72.57050601848312]","[1305.6867961003372, 50.74973648297139, 25.07247197884857, 32.975958909567005, 7.440704799783615]"
4908,"[4908, 4908, 4908, 4908, 4908]","[224, 315, 448, 576, 899]","[23.811051151248847, 45.752462132409164, 21.383774705872668, 45.86491522718586, 67.25668295359219]","[1307.4740532882993, 60.58046632227948, 25.18192715416457, 36.907590654628706, 7.3797958991279415]"
4909,"[4909, 4909, 4909, 4909, 4909, 4909]","[16, 224, 314, 448, 575, 899]","[13.160379348934983, 23.789505611776463, 46.346054643432126, 20.623217428479506, 43.41067416034696, 68.85781405734463]","[40.678846812165474, 1313.7118119242157, 61.18460431337541, 25.226816943045183, 36.93369548452852, 6.496914882943053]"
4910,"[4910, 4910, 4910, 4910, 4910]","[16, 224, 314, 448, 574]","[13.20893893109963, 23.794101898672835, 47.15516034668809, 19.92150946687991, 42.99510029863154]","[39.47841637774559, 1333.6851930933187, 59.81367938388643, 25.976671800338153, 36.457800197411174]"
4911,"[4911, 4911, 4911, 4911, 4911]","[17, 224, 316, 448, 575]","[13.850227491832229, 23.784447985176257, 46.69528656131587, 20.008055140470105, 43.22967467703131]","[36.42383347929389, 1339.342985665514, 60.47768436252624, 26.45570916216662, 34.80789843714841]"
4912,"[4912, 4912, 4912, 4912]","[224, 320, 448, 577]","[23.796596137889964, 47.31852917897129, 19.66571559926365, 43.30058418812939]","[1345.213812234568, 61.022772873563774, 26.683959879494363, 34.76757547468141]"
4913,"[4913, 4913, 4913, 4913]","[224, 322, 448, 578]","[23.801101979306054, 49.175611041798845, 19.58270460705552, 43.51360321028824]","[1357.2431018639425, 62.20768313096685, 26.892840028465162, 36.108555427071416]"
4914,"[4914, 4914, 4914, 4914]","[224, 325, 448, 580]","[23.81917211279014, 49.293049093442335, 19.834019526405143, 43.93120691614797]","[1375.3734978316356, 64.63036437278124, 26.77755217112581, 37.346838393460565]"
4915,"[4915, 4915, 4915, 4915]","[224, 324, 448, 582]","[23.832897987737795, 47.32575945868922, 20.093436673381007, 45.473001270178315]","[1392.6602796649331, 69.63063231562394, 26.696033354743314, 36.149532215489856]"
4916,"[4916, 4916, 4916, 4916]","[224, 324, 447, 585]","[23.84393371524382, 43.56249878738339, 20.196551795992605, 46.84463453179251]","[1406.8443314590652, 75.20790501603126, 26.635261788731587, 33.66535510645824]"
4917,"[4917, 4917, 4917, 4917, 4917]","[224, 324, 447, 586, 927]","[23.853768784336097, 42.83541981529004, 20.355224870505083, 46.69305642578149, 82.72229075499945]","[1424.3986158579737, 74.78178579939818, 26.5898454536912, 33.04231163711254, 6.947694371758549]"
4918,"[4918, 4918, 4918, 4918, 4918]","[223, 324, 447, 586, 927]","[23.85645363135933, 41.68208443476368, 20.571764102610814, 45.34266982628901, 82.81464684336618]","[1444.4514219548873, 75.01151250270861, 25.714974616634823, 32.687554674477425, 7.114387409965747]"
4919,"[4919, 4919, 4919, 4919, 4919]","[223, 324, 446, 587, 926]","[23.860024426528923, 41.47812867889377, 20.81996963687442, 44.51812667446893, 78.19325986406716]","[1461.9501954767948, 76.66324330095775, 24.572546871863203, 33.6138852154195, 7.698745787066685]"
4920,"[4920, 4920, 4920, 4920, 4920]","[223, 325, 446, 589, 924]","[23.850562108814955, 41.18983021623802, 21.19007619299441, 44.597581196694364, 75.98725088473498]","[1477.5562166049795, 76.52506539253271, 24.124800693314157, 35.09962330432934, 8.126572792374334]"
4921,"[4921, 4921, 4921, 4921, 4921]","[223, 326, 446, 589, 923]","[23.848181829047178, 42.61394354141959, 21.698757679344055, 46.59900833495533, 76.03345546476862]","[1496.4596428911782, 75.94526338476841, 24.731885476265212, 33.400115431250555, 7.959488291682263]"
4922,"[4922, 4922, 4922, 4922, 4922]","[223, 326, 445, 590, 924]","[23.835280892962885, 45.80418638689383, 21.89378428145369, 47.53438787068853, 76.04576073825513]","[1525.270458005116, 73.6303131075636, 25.834126903742153, 31.0103189624849, 7.724438906473907]"
4923,"[4923, 4923, 4923, 4923, 4923]","[223, 327, 445, 590, 925]","[23.827509555656206, 48.70976520493167, 21.938690306856415, 47.02965734448378, 73.72013426524734]","[1558.3414984111278, 71.44048426419224, 26.42010742820337, 30.41359588480845, 7.734042973171546]"
4924,"[4924, 4924, 4924, 4924, 4924]","[222, 331, 445, 591, 925]","[23.834714849089153, 48.58070468697207, 22.204288758140763, 42.4715353808881, 73.36420469949633]","[1584.8580677184593, 69.44595155092411, 26.931931195003152, 29.525393525243906, 7.6495675554048885]"
4925,"[4925, 4925, 4925, 4925, 4925]","[222, 333, 445, 593, 925]","[23.83102820297512, 44.34781409236729, 22.433816015778802, 34.72905893584971, 72.27502198987361]","[1613.9741315973638, 75.05874762271706, 27.188067919654806, 30.57695706195661, 7.787671751955619]"
4926,"[4926, 4926, 4926, 4926, 4926]","[222, 333, 444, 593, 925]","[23.83694173173248, 46.33814779113425, 22.6734485561131, 33.43419922553551, 72.13222429471296]","[1637.6317921186621, 75.29634927508793, 27.3022725120221, 31.45660441610097, 7.858234393783608]"
4927,"[4927, 4927, 4927, 4927, 4927]","[222, 335, 444, 593, 926]","[23.82790232360398, 48.56510648243244, 22.841165432270714, 33.33735437727921, 70.98695878446915]","[1649.6484797371586, 77.86091182100108, 27.367207398531317, 31.37402394202563, 7.780586083533594]"
4928,"[4928, 4928, 4928, 4928]","[222, 338, 444, 593]","[23.83414573863476, 48.30501206604822, 22.93408284141867, 34.0927987379564]","[1676.0520517755497, 79.61752522835637, 27.43984203658995, 30.111539030691837]"
4929,"[4929, 4929, 4929, 4929]","[222, 338, 444, 593]","[23.82271056795605, 50.05796296980054, 23.030027747961412, 35.242777569448094]","[1707.3079053388437, 82.07167103458667, 27.252939472708558, 29.336383510459076]"
4930,"[4930, 4930, 4930, 4930]","[222, 337, 443, 594]","[23.82137719946124, 51.35253218085785, 23.036750867135936, 37.400860741911515]","[1738.7435373562234, 82.13525927788662, 27.34970305486355, 26.44558146495142]"
4931,"[4931, 4931, 4931, 4931]","[222, 344, 443, 594]","[23.818361373836893, 51.58956286563, 23.106624819445585, 40.709319762814175]","[1748.7887533764147, 85.18440483617265, 28.527021728719845, 23.16193804087734]"
4932,"[4932, 4932, 4932, 4932]","[222, 347, 443, 595]","[23.820659045992272, 45.99191107194963, 23.231206286340296, 42.51955144591659]","[1753.8142082949087, 91.47168185709732, 29.287871516934928, 21.873740641891168]"
4933,"[4933, 4933, 4933, 4933]","[221, 347, 443, 595]","[23.82098463380379, 44.68155109692481, 23.186226986828387, 42.26976208835572]","[1764.6714747819865, 94.28158971166049, 29.488813420996543, 21.432434076232585]"
4934,"[4934, 4934, 4934, 4934, 4934]","[17, 221, 346, 442, 594]","[14.929328979932059, 23.826062678470066, 44.943570340195436, 23.126106755947376, 41.17168189127608]","[36.72348067306505, 1783.2348372266376, 100.17070955140935, 29.036930299136692, 22.820837082164267]"
4935,"[4935, 4935, 4935, 4935]","[221, 347, 442, 594]","[23.819629052465615, 43.97084078674601, 23.166042697070168, 40.89291395856583]","[1796.1471256777518, 101.55633375795738, 29.415319116085634, 23.550434631115294]"
4936,"[4936, 4936, 4936, 4936]","[221, 348, 442, 594]","[23.80767755934565, 42.78975002447589, 23.102633832922038, 46.49209654516733]","[1796.6163117527744, 103.08768202783921, 29.39260122026927, 20.645184860361997]"
4937,"[4937, 4937, 4937, 4937]","[221, 349, 442, 590]","[23.81144938263276, 42.00065067884901, 23.03766422950696, 51.128599580427476]","[1805.6743111905448, 105.6366226982173, 29.138494082330002, 16.374944063210936]"
4938,"[4938, 4938, 4938, 4938]","[221, 350, 442, 590]","[23.839538608785062, 41.5351817057778, 22.988504153581346, 53.61461073319856]","[1827.363033883773, 108.78811820960138, 28.430388455220466, 15.793189530206377]"
4939,"[4939, 4939, 4939, 4939]","[221, 351, 442, 597]","[23.847174128494004, 40.26249191090625, 22.937754718202825, 54.13145658323549]","[1838.463844059864, 114.38705778590027, 27.917354584821496, 17.2247339246293]"
4940,"[4940, 4940, 4940, 4940]","[221, 350, 443, 598]","[23.879167683802137, 38.57554170668533, 22.941356320564807, 47.0545850048054]","[1856.1387759926688, 122.49565188989398, 27.891023043280196, 20.835333479234876]"
4941,"[4941, 4941, 4941, 4941]","[222, 349, 443, 597]","[23.888456095149337, 37.71257827540279, 23.102377970072553, 42.623771067261714]","[1862.307959666738, 125.18986026212784, 27.631107648955258, 24.14136653863689]"
4942,"[4942, 4942, 4942, 4942]","[222, 348, 443, 597]","[23.90278346106308, 36.77955225356635, 23.13040057268489, 44.045044356456515]","[1863.7513028323574, 127.37547947789031, 27.94381490862029, 22.453643091604384]"
4943,"[4943, 4943, 4943, 4943]","[222, 347, 443, 598]","[23.905482944198212, 36.434596147616446, 23.210467378638327, 42.983098034099385]","[1865.6805061360444, 131.8825793239659, 28.207207543301138, 22.825957083858903]"
4944,"[4944, 4944, 4944, 4944]","[222, 347, 444, 598]","[23.91788997544066, 37.068337617498116, 23.341803090374185, 41.76535026545935]","[1877.1051475953593, 127.07607561881642, 28.219179373170647, 23.0191337865941]"
4945,"[4945, 4945, 4945, 4945]","[222, 348, 444, 598]","[23.958795588291565, 36.097939933261046, 23.44605883060302, 41.12463649800577]","[1884.5626165818899, 135.73517933053253, 28.036998988942372, 23.18369306244568]"
4946,"[4946, 4946, 4946, 4946]","[222, 348, 444, 597]","[23.99151704237798, 33.398808488454335, 23.62065265011296, 40.2453545110842]","[1880.2417662952253, 141.70283516554017, 27.874694734673586, 24.000976385068732]"
4947,"[4947, 4947, 4947, 4947]","[223, 348, 445, 597]","[24.007524312729572, 32.82488366241478, 23.744387017236477, 38.664486475397894]","[1888.235086004617, 142.8779377476772, 27.38045515562204, 25.938117615515438]"
4948,"[4948, 4948, 4948, 4948]","[223, 348, 446, 597]","[24.009608055077308, 33.54115471853726, 23.57262341942112, 38.219745415363036]","[1903.7555310724965, 130.4347194698745, 26.462134297684045, 25.605942243220515]"
4949,"[4949, 4949, 4949, 4949]","[223, 348, 446, 598]","[24.006472345975794, 34.44252481958705, 23.43853377174304, 38.34736482796461]","[1910.3307353907148, 125.55877750169964, 25.84188215636705, 24.82931454549502]"
4950,"[4950, 4950, 4950, 4950]","[223, 348, 447, 599]","[24.024879547346757, 33.51023923084358, 23.25055328653633, 39.24595477566743]","[1916.0119217621132, 130.98647523750233, 25.477124556256797, 25.3229080561974]"
4951,"[4951, 4951, 4951, 4951]","[224, 348, 447, 599]","[23.980860147370322, 32.960475241840186, 23.182333547555515, 38.807242072351414]","[1917.4658850032738, 130.89962168297262, 25.357420018915533, 24.894614414610174]"
4952,"[4952, 4952, 4952, 4952]","[224, 349, 448, 598]","[23.95412343991606, 32.77988927229603, 23.345666657088884, 39.31857351351891]","[1923.9849630216609, 138.2090663674747, 25.38801368497856, 24.975760726220447]"
4953,"[4953, 4953, 4953, 4953]","[224, 349, 449, 597]","[23.955210863471535, 33.48642358219712, 23.472055862571153, 38.690372139567785]","[1942.9359534251544, 141.41938978399014, 26.250447301995724, 25.745934176556524]"
4954,"[4954, 4954, 4954, 4954]","[225, 349, 449, 598]","[23.936231860528864, 34.44030275518355, 23.476847077134153, 38.333162931350216]","[1943.7469716983005, 139.54818739028354, 26.52062840466455, 26.457074297326447]"
4955,"[4955, 4955, 4955, 4955, 4955]","[17, 225, 349, 450, 597]","[15.271195310706512, 23.895340101290856, 35.21578350884806, 23.513191032738632, 37.237230663221794]","[33.40608882844452, 1938.001723599623, 139.18820748221827, 26.655963529079557, 27.080819204371686]"
4956,"[4956, 4956, 4956, 4956, 4956]","[17, 225, 350, 450, 594]","[15.259674972152524, 23.877178144401256, 36.376248979600575, 23.53165153075315, 36.03624296884857]","[34.20050029527758, 1930.7773305002459, 140.87573123869907, 26.476691613913424, 26.48215877284975]"
4957,"[4957, 4957, 4957, 4957, 4957]","[18, 225, 351, 451, 592]","[15.923712499888923, 23.869443716391544, 36.937537196630615, 23.367690662687096, 36.626148015402464]","[32.61958843350814, 1926.3821162965046, 136.71456237877882, 26.225984968350353, 24.499180960228028]"
4958,"[4958, 4958, 4958, 4958, 4958]","[18, 226, 351, 451, 592]","[15.512691041600185, 23.861794902406075, 36.275702075819254, 23.159473507986092, 37.834278446773396]","[31.122495875913646, 1925.596588239976, 141.65229963662583, 26.108592304709465, 23.80201906935254]"
4959,"[4959, 4959, 4959, 4959]","[226, 352, 452, 591]","[23.84802201688632, 34.64083342199228, 23.109487310571126, 36.77442028107998]","[1927.5149129202528, 148.50286502152986, 26.08338052246464, 26.11985057799363]"
4960,"[4960, 4960, 4960, 4960]","[226, 352, 452, 592]","[23.833147221968943, 33.26082794288652, 22.97260406051521, 36.19520690539207]","[1932.9915344159842, 153.2369469277336, 26.05884049081486, 26.711275027971062]"
4961,"[4961, 4961, 4961, 4961]","[226, 352, 453, 592]","[23.822329111100288, 33.20229034569627, 22.7720745911692, 35.51177547164332]","[1930.3124506702911, 151.3077712859109, 26.139862549699778, 26.685061697464654]"
4962,"[4962, 4962, 4962, 4962]","[226, 352, 453, 592]","[23.810566289244576, 34.01172372065844, 22.67989558507918, 35.52097196703073]","[1923.022668871958, 138.96884269868494, 26.57761635775251, 24.928681863080193]"
4963,"[4963, 4963, 4963, 4963]","[226, 353, 453, 592]","[23.801886659482562, 34.61098564645687, 22.60717754630923, 36.34239504191714]","[1901.4071358186056, 133.52794229121398, 27.275935102084137, 22.542885780719452]"
4964,"[4964, 4964, 4964, 4964]","[226, 353, 453, 591]","[23.81131111062723, 34.513376958751905, 22.668205926306428, 36.247532260377056]","[1889.4758746455518, 133.86992733533813, 27.71616126858399, 21.034281138334055]"
4965,"[4965, 4965, 4965, 4965]","[226, 353, 453, 591]","[23.803909700165406, 34.39028428066439, 22.76437745980735, 36.50549228278055]","[1883.0052880070032, 138.78395114470126, 28.377108368298234, 21.32531306549258]"
4966,"[4966, 4966, 4966, 4966]","[227, 353, 453, 591]","[23.80710029029143, 34.44917940548328, 22.655740508725785, 36.951828418324]","[1886.0660989655387, 141.58190756410744, 28.708756684837077, 21.569571350639485]"
4967,"[4967, 4967, 4967, 4967]","[227, 352, 453, 591]","[23.822220812012745, 35.042419778946964, 22.558007071947713, 39.400875784594064]","[1885.8954040277954, 146.28098721718675, 29.1797210796258, 21.18480147148071]"
